taxon_oid	16S rRNA Count 
2548877059	1
2551306285	1
2565956960	9
2551306463	1
2523231061	1
2582581295	2
2565956867	10
2548877074	1
2562617175	1
2563366594	10
2511231087	3
2521172712	7
644736401	3
2517572023	3
2597489875	1
2615840658	11
2515154102	1
2513237162	1
2574179801	4
2517093000	3
2585427934	4
2519103151	5
2603880220	10
641522608	6
2574180255	1
2537562209	1
641522645	7
2518285526	7
2574179851	1
640753005	10
2517434010	3
2529293004	6
642979363	1
2576861498	1
641522660	2
2579778587	1
2609460275	1
643886153	3
2528768022	1
2554235749	1
643886172	1
2579779093	1
2554235020	1
2548877017	1
2554235073	1
650377907	10
2582581313	2
2585427592	4
2554235262	1
2515154149	1
2596583561	1
2540341066	4
2568526688	1
2503198000	2
2506520041	2
2562617102	5
2585427653	3
2576861239	1
2554235243	1
2505313053	1
2558309009	7
2597490046	3
2574180052	1
2574179876	1
2582581282	2
2554235348	6
2561511106	2
2531839364	3
2588253743	10
2582580766	1
2548876812	1
2537561846	6
2512875024	2
2513237137	1
2554235307	1
2510065069	2
643886091	1
2558860230	4
2579779115	1
2585428187	1
2568526044	5
2531839352	1
2574180080	1
2509276018	2
2516143117	1
2582581865	1
2551306126	1
2554235048	12
2504756050	5
2565956940	13
649989911	3
2526164658	1
2541047045	1
2558309051	6
2568526256	1
2523533586	2
2615840698	1
2609460250	3
2524614546	1
2565956880	11
2541047508	1
2523533557	1
2524614667	2
2565956783	1
650716060	1
641228476	3
2568526533	4
2518645567	4
2548877052	3
642979329	1
2522572099	2
2615840638	4
2562617109	1
2545555877	2
648276750	1
645058841	1
2515154197	1
2585428000	1
2596583579	1
2568526672	1
2545824540	2
2554235308	1
2568526725	2
650716081	1
2565956976	6
2541047004	9
646206270	1
2541046952	1
2574180226	1
2597490114	11
2585427716	2
2508501124	1
2585428095	1
2563367153	2
649633091	2
2615840711	1
2524614632	1
2551306031	1
2579778878	1
2585427634	3
2571042219	12
2551306326	1
2579778761	1
2548876505	1
2547132518	1
641736194	2
2519103127	2
2515154138	1
2508501062	1
2522125078	6
2524614730	1
639633044	2
2615840637	3
2529293014	4
2579778789	1
2576861348	1
2554235036	14
2609460230	1
2506520047	12
640069319	1
2565957094	4
2545555827	9
2582581304	2
2529293185	1
2554235367	6
2565956915	7
2568526216	1
2565956894	9
2513237381	1
2554235010	8
2517572167	1
2519103147	7
2565956647	6
2551306688	1
2571042567	4
2513237142	1
649633106	2
2541047480	1
2579778568	1
2529292951	1
2554235270	1
2517572214	2
2582580837	1
2565956984	4
2568526613	4
2537561719	1
2540341147	9
650716043	3
2521172626	3
2522125170	2
2522125173	1
649633070	2
2579779083	1
2506783055	1
2531839359	3
2576861095	1
2547132143	11
2582581873	1
2574179862	1
2551306519	15
2554235286	1
647533120	2
2576861368	1
2521172671	1
2582581294	2
642555161	4
2565956887	6
2576861286	1
2576861116	2
2506210031	1
2593339139	3
2554235079	1
650716057	2
2523533607	1
2609459882	1
2579778510	1
2574180269	1
2554235086	2
651053044	1
2576861321	1
2585427968	3
2513237087	2
2561511224	1
643886085	1
2529293190	1
2519899839	1
2554235131	1
645058757	1
2519899789	3
2582580986	7
2585427599	7
2526164687	1
2565956680	2
2523533564	4
2576861135	1
643886161	1
2551306015	1
642555169	2
2523533617	11
2568526456	5
2541047007	1
2574180239	1
2547132098	4
2609460314	1
2565956969	3
2576861042	1
2565956797	3
2576861653	1
2531839069	1
2519103160	2
2579778981	1
2526164713	1
2579779036	1
2547132138	1
2576861038	1
2576861283	1
2554235301	1
2558860367	2
2558860630	1
2537561730	1
2554235055	1
643692012	3
2579778738	1
2590828860	3
2547132145	4
2551306098	1
2597489890	5
650716028	3
2563367213	5
2510065060	1
2568526658	1
2585428017	1
2554235068	2
2585428157	2
2547132081	2
2554235236	1
2579779107	1
648276728	1
2524023205	1
2600255057	1
2565956866	2
2509601001	3
2579778820	9
648276696	1
2615840642	2
2505313058	1
2526164588	1
2508501040	6
2518285616	2
2524614543	1
2563366508	1
2519899536	7
2568526649	2
2579778698	2
2574179952	1
2565956902	5
2524614763	3
2554235278	1
2526164557	2
2558860242	5
2508501052	2
2519899517	2
2524023212	2
2554235253	1
2574180322	1
2515154206	2
2534682261	1
2576861016	1
648861006	1
2565957083	1
2579778911	1
2515154165	1
2579778777	1
2526164624	1
2551306546	1
2551306000	1
2524614868	1
2563367189	1
2574180242	3
2576861217	1
2554235293	1
2574180278	1
2517287032	4
2574180085	1
2576861233	1
2585427680	1
2529292744	1
640612200	11
2565956971	2
2551306140	1
2576861055	1
2597489885	1
637000172	1
2517487005	2
2600255003	1
2574179977	1
2576861215	1
2522572168	2
642791616	4
2615840625	2
2565956954	8
646206265	1
2565956875	5
2551306190	1
2563366540	1
2563366726	1
2551306028	1
2534681667	2
2551306294	1
2529293007	5
2568526514	1
2579778834	7
2563366737	1
2517093015	2
2537562005	4
2523533621	3
2519899654	3
2545824723	1
2597490351	1
637000344	4
2522125080	1
2556921654	4
2534681694	7
2574179858	1
2534681678	1
2537562006	1
2548877070	1
650716014	3
2526164745	1
2526164685	1
2602041667	2
2574179886	1
2511231004	1
2521172630	4
2551306715	7
2574180298	1
2524614597	3
2551306164	1
640069303	4
651285011	6
2563367141	1
2551306149	3
651053067	3
2597490104	3
2551306007	1
2563366587	4
2554235310	1
2579778672	1
2558309055	5
2531839132	2
2574180175	1
2579778509	1
2511231173	10
2582580889	1
2554235374	4
2519899809	1
2556921113	1
2531839539	1
2519103180	1
2582580781	11
2576861017	1
2519899509	1
2579778624	1
2565956926	2
2541047091	1
2548877156	2
2531839202	1
2547132168	3
2554235266	1
2582580912	7
2531839575	4
2513020052	1
2551306479	1
2524614636	11
2522572175	3
2534682021	9
2599185297	1
2534682195	5
2517572151	10
2563366509	3
646564564	4
2556921627	3
2602042072	2
649633066	2
2524023070	2
2519899568	1
2524023187	1
2540341098	1
2551306322	1
2523533632	3
2513237151	2
639633065	3
2537561851	5
2565957084	5
2565956909	5
2582581299	1
2582580845	2
2571042424	1
2574179882	1
2576861220	1
2561511085	9
648028048	12
2600255295	4
2562617105	7
2609459763	4
650716074	5
644736347	5
2551306421	1
2585427803	3
2548877082	1
2609459736	2
2540341236	1
2519103095	6
2511231144	6
2574179983	1
2554235203	1
2545824615	2
2554235213	1
2519899783	5
2574180060	1
2579778770	1
2585427992	1
2585428061	1
2588253861	1
2534681910	4
647533108	1
2576861372	1
2548876926	1
2505313062	1
2517572207	14
2576861182	1
2523533550	2
2565956945	3
2600254965	1
2548877075	1
2537562045	1
2568526178	5
2519103128	4
2609460233	1
2537562007	5
2574180256	1
2554235070	12
2554235259	1
2554235446	9
2505313051	1
2554235287	1
2519899713	2
2609460049	1
2588253840	1
2574180382	1
2585427826	1
2597490284	6
2574180010	1
2526164660	1
2585427685	1
2574180232	1
2582580791	1
2519103190	5
2574180403	1
2558309084	5
2562617116	7
2551306291	1
2531839176	1
2519899712	3
2576861064	1
2524614673	1
2547132099	4
2510461014	6
2568526496	1
2528768222	11
2602041573	1
2576861121	1
2548876680	1
2554235210	1
2576861265	1
2511231064	10
2526164592	1
2565956983	5
2540341199	3
2565957090	9
2509276010	3
2515154022	1
2548877022	1
2576861470	2
2545555864	1
641522642	1
2585428004	6
2585427590	1
2541047479	1
2515154113	1
2565956931	9
2576861755	1
2565956822	9
2505313043	1
643886160	1
2537561836	1
2609459642	4
2615840613	1
2548876761	10
643886018	5
2524023208	2
2597490205	1
2574180155	1
2521172559	1
2540341129	9
2524023136	1
2531839348	1
2562617039	1
2563366516	8
2521172661	11
2576861242	1
2585428024	2
2565957077	6
2585427679	1
644736390	1
2596583565	1
2545824541	2
2579779168	1
2513237147	2
2576861273	1
2554235003	5
2521172603	2
2585427965	1
2593339131	9
2615840709	1
2526164656	1
2585428018	12
2574180115	1
2537562036	4
2547132399	1
2582581307	1
2590828854	4
2574179989	1
2574180315	1
651053009	3
2596583556	1
2554235272	1
2546826728	6
2511231156	5
2574180032	1
2551306360	1
2534681907	5
2565956508	2
2548877166	1
2554235064	6
649990021	1
2513237325	1
2547132156	1
2551306160	1
2510065092	1
2565956928	7
2563367139	1
651324020	1
2576861163	1
2534682333	1
2517572096	1
2596583648	3
2562617136	2
644736336	3
2563366586	5
2576861035	1
2513237278	1
2609459765	2
2554235268	1
649633004	3
650377903	2
649989910	1
2593339196	3
2574179808	1
2574180165	1
2609460181	1
2534681648	5
2593339171	2
2547132197	1
2616644814	3
2571042193	1
2563366751	1
643692032	3
2521172612	3
2565956514	1
2565956663	5
2548877065	1
2579778584	1
2574179914	1
2574180204	1
2565956898	10
2505313054	1
2519103115	5
2563367218	5
648276695	1
2529292568	3
647000204	1
2511231054	2
2531839247	1
2565956639	5
2548876981	1
648028054	1
2609460246	1
2565956959	3
2547132177	2
2609459711	3
2515075009	3
2585427662	14
2524614734	2
2565956906	1
2565956884	1
648861013	1
2524023168	1
2579778744	2
2576861014	1
2574180042	1
2565956933	1
645058868	1
2551306356	1
2576861080	1
2551306010	1
2585428106	1
2596583587	1
2565956872	9
2531839358	11
2568526092	2
642979310	2
2554235016	8
649989970	1
2513237216	10
649989994	1
2585427642	2
639633025	3
643886031	1
2513237091	1
2574179835	1
2548877086	1
2585427848	5
2565956642	7
2551306032	1
2597490181	3
2576861179	1
2526164681	1
651285000	1
651324084	1
2609459633	1
2524023248	8
2537561734	1
2563366511	2
2551306287	1
2541047019	8
649633090	2
2615840527	2
2522125081	3
2576861004	7
2513237090	2
2574180371	1
2508501056	1
2519899619	1
2511231060	2
2508501005	4
2579779012	1
2561511156	6
2579779075	1
2582581316	1
2551306308	1
2522572188	3
2515154012	2
2582580991	1
643348505	4
2522572100	2
2565956921	2
2548877035	1
2576861051	1
2537562002	5
2509276053	3
2597490373	2
2517572245	1
2585427652	3
651324080	1
2554235023	3
2541046994	1
2597489889	6
2609459760	1
2579778757	2
2574179969	1
2565956689	3
2505313027	1
2513237136	1
640427124	1
2579779032	1
2579779039	1
2534681942	3
2565956988	4
2599185264	8
2576861435	4
2571042743	1
2551306460	1
2574179747	6
2551306107	4
2596583584	1
2576861223	6
2504557015	4
2571042818	2
2554235245	1
2516653074	6
642979305	1
2579778615	1
2529292752	2
2554235280	1
643886157	1
2597490100	2
2597490143	4
2585427526	1
2547132201	12
2574180180	1
2511231018	1
2554235072	10
2510917028	4
2526164585	1
2574180410	1
2565956705	7
2547132105	1
2548877090	1
641228497	5
2516493005	9
2554235231	1
650716059	1
2531839407	4
2513237166	1
2565956771	1
2585427706	4
2545555812	1
2531839636	3
2609460077	1
2597490093	4
2529293189	2
2576861332	1
2576861174	1
2551306144	1
2579778766	6
2513237156	1
2531839538	2
2615840540	1
2547132469	2
2582581240	2
2576861824	3
2511231008	1
639857001	3
2537561552	1
2571042676	1
2522572167	2
2602041645	1
2585427837	1
2523533561	2
2523533508	3
2545824691	1
2518645596	2
2576861292	1
2574179931	1
2513237085	1
2554235277	1
639633008	14
2574179844	1
2554235294	1
646564576	6
2558860234	4
640069306	4
2597490291	1
2558860918	4
2574179997	1
2579778511	1
640427123	1
2509276048	7
2523231084	1
2537562001	7
2551306324	1
2579778915	1
2551306486	1
2574179887	1
2534682260	1
643886033	1
2545824690	3
2551306170	1
2509276026	3
2516143102	1
2565957055	9
2537562213	5
2519899642	1
2529292502	2
2558309069	12
2522572162	1
2576861144	1
649633011	9
2534682017	6
650716077	4
2565957080	4
2597489888	6
2585428001	3
2551306468	1
2524614514	7
2576861779	1
2506783014	2
643348569	3
2609459993	10
2551306034	1
645058871	6
2524614850	6
2551306385	7
2537561854	3
2521172646	1
2558309085	3
2558860973	3
2523533606	1
2574179996	1
2551306393	9
2517572189	12
2554235471	4
2579778928	1
651285001	1
2609460190	1
2529293106	1
2595698215	4
2579778699	1
2523533620	1
2585428056	3
2574179845	1
2541047115	3
2558860983	2
2576861342	1
2585427683	2
2574180407	1
2529293013	8
2548877071	1
2574180398	1
648276703	1
2576861324	1
2576861110	3
2548877076	1
2574180426	1
2579779165	1
2562617172	2
2548877084	1
2524614874	4
2599185263	5
2531839573	3
2579778543	1
2571042485	1
2585427842	6
2597490288	15
2600255092	2
2513237296	10
2609460256	2
2554235051	3
2596583647	1
2506783045	1
2574179963	1
640069320	2
2508501106	2
2597490138	4
2596583574	3
2574179953	1
2537561717	1
2574179792	6
2565957089	9
641522607	3
644736396	12
2519103188	7
2576861301	1
2513237160	1
2554235095	11
2600255249	1
2576861089	1
2563367138	1
2526164526	2
2521172703	1
2554235276	1
2582581283	1
2596583582	3
2576861424	9
2579778852	4
651053043	1
2599185158	6
2554235229	1
2585427990	1
2541046934	2
2579779101	5
2582580795	1
2574180057	1
2574180074	1
2517487021	1
2511231021	1
2516143052	1
2609459766	1
2521172686	4
2513237084	1
2554235283	1
2518645600	2
2593339140	6
2576861102	1
2517093048	3
2519103110	3
2529293191	1
2540341240	3
2517572123	1
645058867	1
2585427633	3
2568526414	4
2574180130	1
2540341046	2
2574179890	1
640427132	6
2537562058	10
645058778	11
2515154171	1
2505313000	1
2554235056	1
2551306127	1
2574180203	1
2510461076	2
2554235250	1
2576861224	1
2511231013	1
2556921109	1
2547132189	1
2568526714	3
2531839535	1
2579778677	1
2554235074	9
2576861164	1
643886159	5
2597489942	2
2606217744	6
2597490364	2
2563366507	4
2554235237	1
2571042534	7
2597490151	6
2514885035	3
2523533534	2
2524614559	5
2524023204	2
2579778803	1
2537561849	6
2551306366	5
2582581280	2
640753038	4
2576861280	1
641228502	2
2522572096	2
2515154205	3
2524614556	2
2576861677	2
641522609	6
646206268	1
2565956962	6
648028034	1
2579778910	1
2537561697	5
2519899576	1
2519103093	4
2609459975	3
2574180419	1
2565957093	6
650716042	1
2524023228	1
2526164684	1
2526164589	1
2574180438	2
2519103126	2
2582580896	1
2574180317	1
2602041572	6
2574180078	1
2524023245	4
2545555834	6
2576861264	1
2574180339	6
2512047037	1
2602041622	1
2574180216	1
647000200	1
2565956901	1
2513237145	1
2588253742	13
2521172629	1
2551306316	5
2554235065	3
2597490086	5
2576861019	1
2554235754	1
2556921648	1
2519899585	1
2574179907	1
2513237283	1
2522572130	1
2554235114	1
2548876819	2
2519103166	1
2524614671	2
2596583598	2
2576861176	1
2579778729	1
2522125133	6
2554235009	1
2565956916	2
2603880219	3
2565956511	4
2545555800	1
642555153	2
2551306305	4
2576861336	1
2600255294	1
2597490377	2
2574179949	1
648276694	1
648276699	1
2558860252	7
2574180299	1
2563367190	1
2571042641	1
2519899781	5
2534682023	3
649633009	7
2574179861	1
2516143002	4
2579778897	6
2571042747	3
2507262055	1
2529293182	6
2576861745	1
2576861111	1
2596583570	1
2597490080	4
650716007	5
2558309062	7
2556921655	13
2524023150	1
2541047086	10
2548877038	1
2574179819	1
644736369	6
2579778574	1
2511231070	1
2531839578	5
2579778781	1
2574180392	1
2585427647	3
2526164626	1
2519899790	4
2551306083	1
2565956876	2
2568526698	2
2574179919	1
2551306311	1
2579778627	1
2579778555	1
2511231208	3
638341059	3
2568526598	1
2585427717	1
2554235049	1
2596583650	1
2547132302	2
2579778881	1
2516653046	3
2517572231	1
2540341095	5
2579779023	1
2574180106	1
641736159	8
2505313049	2
2585428186	6
2551306266	1
2551306628	1
2597490279	1
2574180268	2
2523533521	1
2551306014	1
2565956929	6
643348564	7
2579779130	1
651053002	6
640069305	4
643886113	2
2558309101	1
2585428184	1
2521172645	2
2579778740	4
2540341035	1
2548877061	1
2561511152	14
2526164659	1
2565956891	8
2551306189	1
2588253759	3
2521172694	1
2571042546	3
2574180065	1
2615840605	1
2526164686	1
2596583547	1
2510065045	1
2554235263	1
2609460228	1
2545824763	1
2531839278	4
2574180375	1
2507262018	1
2582581308	1
2561511073	5
2571042840	2
2562617069	14
2521172536	2
2565956927	4
2537562078	1
2511231165	4
2579778603	3
639633003	3
2565956793	1
2579778701	1
651053062	3
2574180005	1
2531839351	4
2582581293	2
2515154123	1
2602041786	1
642555110	3
650716070	13
2519103121	7
650377986	5
2579778716	1
644736338	4
2562617098	5
2563366719	2
